"Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","TIME_CO2_r2","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Label","STAGE_1","STAGE_2","STAGE_3","one_hour","two_min","four_hour","eight_hour","PRE_WET","twenty_four_hour","finalC02_flux","finalC02_flux_byarea","Original dried down (14%) soil wt (g)","dry_soil","finalC02flux_gSoil","finalC02flux_gSoil_hr"
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193100_01",543.206706387979,0.0959945093291561,3.13695232122427e-79,0.952438986486893,2024-07-29,"193100",1,19H 31M 0S,26.86,766,160,"25-90",NA,NA,NA,NA,NA,NA,"25-90",NA,NA,0.000679980825152405,2.4450946607422e-05,"74.469",63.574,1.06958949437255e-05,0.0385052217974118
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193500_02",552.96419740864,0.135269617772726,1.26259034938225e-121,0.98990838067676,2024-07-29,"193500",2,19H 35M 0S,26.86,766,160,"25-90",NA,NA,NA,NA,NA,NA,"25-90",NA,NA,0.000958187577122308,3.44547852255415e-05,"73.443",62.698,1.52825860015042e-05,0.055017309605415
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193800_03",573.699593448571,0.0767367928861519,1.39181293530023e-94,0.971516101786826,2024-07-29,"193800",3,19H 38M 0S,26.86,766,160,"25-90",NA,NA,NA,NA,NA,NA,"25-90",NA,NA,0.000543568044786354,1.95457765115553e-05,"73.713",62.929,8.63779886517112e-06,0.031096075914616
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194100_07",604.54621575502,0.0993049259634989,5.0396063297715e-78,0.946236702490793,2024-07-29,"194100",7,19H 41M 0S,26.86,766,160,"25-50",NA,NA,NA,NA,NA,NA,"25-50",NA,NA,0.000703430289609795,2.52941492128657e-05,"73.378",62.643,1.12291922419072e-05,0.0404250920708661
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194400_08",597.992260669286,0.111041904890937,4.84863746755176e-93,0.970657580934136,2024-07-29,"194400",8,19H 44M 0S,26.86,766,160,"25-50",NA,NA,NA,NA,NA,NA,"25-50",NA,NA,0.000786569634470758,2.82836977515555e-05,"73.755",62.965,1.24921723889583e-05,0.0449718206002498
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194800_09",583.393152894214,0.0959963320456949,1.62175424630837e-89,0.965404704657006,2024-07-29,"194800",9,19H 48M 0S,26.86,766,160,"25-50",NA,NA,NA,NA,NA,NA,"25-50",NA,NA,0.00067999373643561,2.44514108750669e-05,"72.528",61.917,1.09823430792127e-05,0.0395364350851656
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195100_13",574.433373496882,0.312793768443036,1.87013703698567e-101,0.978117594328558,2024-07-29,"195100",13,19H 51M 0S,26.86,766,160,"25-20",NA,NA,NA,NA,NA,NA,"25-20",NA,NA,0.00221568677474166,7.96723040180388e-05,"71.429",60.979,3.63352428662599e-05,0.130806874318535
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195400_14",608.684932417115,0.181048374038816,6.7529485090064e-98,0.974917139120946,2024-07-29,"195400",14,19H 54M 0S,26.86,766,160,"25-20",NA,NA,NA,NA,NA,NA,"25-20",NA,NA,0.00128246317035993,4.61151805235501e-05,"72.378",61.789,2.07555255848117e-05,0.074719892105322
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195800_15",566.108814622911,0.192720627451498,8.5820801894175e-106,0.981473107942122,2024-07-29,"195800",15,19H 58M 0S,26.86,766,160,"25-20",NA,NA,NA,NA,NA,NA,"25-20",NA,NA,0.00136514402952999,4.9088242701546e-05,"72.034",61.495,2.21992687133912e-05,0.0799173673682084
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200200_25",575.142503897615,0.20511261611058,8.69407856980341e-97,0.973826091067948,2024-07-29,"200200",25,20H 2M 0S,26.86,766,160,"35-50",NA,NA,NA,NA,NA,NA,"35-50",NA,NA,0.00145292316119667,5.22446300322427e-05,"72.928",62.259,2.33367571145805e-05,0.08401232561249
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200600_26",573.196518040717,0.16189949805202,4.67960848698547e-98,0.975069964602698,2024-07-29,"200600",26,20H 6M 0S,26.86,766,160,"35-50",NA,NA,NA,NA,NA,NA,"35-50",NA,NA,0.00114682136558133,4.12377333901953e-05,"72.772",62.125,1.84599012568424e-05,0.0664556445246325
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200900_32",608.574004778254,0.431263183982605,6.63619784956072e-92,0.968433451993509,2024-07-29,"200900",32,20H 9M 0S,26.86,766,160,"35-20",NA,NA,NA,NA,NA,NA,"35-20",NA,NA,0.00305486946859446,0.000109847877331696,"72.029",61.491,4.96799445218725e-05,0.178847800278741
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201500_33",650.566928246883,0.583199302097343,2.99472462137331e-103,0.979574387641563,2024-07-29,"201500",33,20H 15M 0S,26.86,766,160,"35-20",NA,NA,NA,NA,NA,NA,"35-20",NA,NA,0.00413111484646144,0.000148547819002569,"73.469",62.72,6.58659892611837e-05,0.237117561340261
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201900_21",543.32914808622,0.161102177310895,4.78704784322656e-115,0.987010358061312,2024-07-29,"201900",21,20H 19M 0S,26.86,766,160,"35-90",NA,NA,NA,NA,NA,NA,"35-90",NA,NA,0.00114117351322759,4.10346462865008e-05,"73.335",62.606,1.82278617580997e-05,0.0656203023291588
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202200_20",588.487683538155,0.15857599439563,3.1930542674032e-122,0.990136961114872,2024-07-29,"202200",20,20H 22M 0S,26.86,766,160,"35-90",NA,NA,NA,NA,NA,NA,"35-90",NA,NA,0.00112327919869635,4.03911973641261e-05,"73.160",62.457,1.79848407495773e-05,0.0647454266984781
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202500_31",628.08024510229,0.538232807207695,1.37333100059536e-101,0.978920268516692,2024-07-29,"202500",31,20H 25M 0S,26.86,766,160,"35-20",NA,NA,NA,NA,NA,NA,"35-20",NA,NA,0.00381259293814655,0.000137094316366291,"71.340",60.903,6.26010695392108e-05,0.225363850341159
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202900_19",574.783281249484,0.273063776142436,8.70502043620732e-135,0.993910003994492,2024-07-29,"202900",19,20H 29M 0S,26.86,766,160,"35-90",NA,NA,NA,NA,NA,NA,"35-90",NA,NA,0.00193425783535069,6.95526010554005e-05,"73.178",62.472,3.09619963399713e-05,0.111463186823897
"29-July-2024-8h_WETUP/TG10-01136-2024-07-29T203200_27",564.796545603247,0.287812541099262,2.25936422672231e-131,0.99305747326406,2024-07-29,"203200",27,20H 32M 0S,26.86,766,160,"35-50",NA,NA,NA,NA,NA,NA,"35-50",NA,NA,0.00203873128321148,7.33092874222034e-05,"72.610",61.987,3.28896588512345e-05,0.118402771864444
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T093700_08",587.600890939492,1.35312066247881,6.25927355629974e-115,0.986952181522132,2024-07-29,"093700",8,9H 37M 0S,30.23,766,160,"25-50",NA,NA,NA,NA,NA,NA,NA,"25-50",NA,0.00947841201281278,0.000340827472593052,"73.755",62.965,0.000150534614671846,0.541924612818645
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094000_14",542.962121637296,0.290797224911687,2.7637288254395e-91,0.967674104155571,2024-07-29,"094000",14,9H 40M 0S,30.23,766,160,"25-20",NA,NA,NA,NA,NA,NA,NA,"25-20",NA,0.00203699195964257,7.32467443237168e-05,"72.378",61.789,3.29669028410003e-05,0.118680850227601
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094600_13",535.58438218742,0.297832582123759,4.97131378819231e-83,0.957917131043107,2024-07-29,"094600",13,9H 46M 0S,30.23,766,160,"25-20",NA,NA,NA,NA,NA,NA,NA,"25-20",NA,0.00208627360625579,7.5018827984746e-05,"71.429",60.979,3.42129849006344e-05,0.123166745642284
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094900_15",535.766860181547,0.259261340092063,3.38811746145968e-84,0.957571831563416,2024-07-29,"094900",15,9H 49M 0S,30.23,766,160,"25-20",NA,NA,NA,NA,NA,NA,NA,"25-20",NA,0.00181608770638741,6.53034054795904e-05,"72.034",61.495,2.95322824032427e-05,0.106316216651674
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095300_09",529.790244386498,1.34775727944372,1.06247444955337e-114,0.989099428749378,2024-07-29,"095300",9,9H 53M 0S,30.23,766,160,"25-50",NA,NA,NA,NA,NA,NA,NA,"25-50",NA,0.00944084230037045,0.000339476530038491,"72.528",61.917,0.000152475770795911,0.548912774865281
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095900_07",528.2184274819,0.645571067440792,3.03471258020849e-117,0.988060985959856,2024-07-29,"095900",7,9H 59M 0S,30.23,766,160,"25-50",NA,NA,NA,NA,NA,NA,NA,"25-50",NA,0.00452213075332518,0.000162608081744882,"73.378",62.643,7.21889237955587e-05,0.259880125664011
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100300_01",538.562948215755,0.246148251443223,4.56635859059506e-139,0.994832462382509,2024-07-29,"100300",1,10H 3M 0S,30.23,766,160,"25-90",NA,NA,NA,NA,NA,NA,NA,"25-90",NA,0.00172423244142785,6.20004473724505e-05,"74.469",63.574,2.71216604496783e-05,0.0976379776188419
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100600_02",490.521144153908,0.378582999857909,1.29910485348214e-144,0.99582309023948,2024-07-29,"100600",2,10H 6M 0S,30.23,766,160,"25-90",NA,NA,NA,NA,NA,NA,NA,"25-90",NA,0.00265191845280546,9.53584485007357e-05,"73.443",62.698,4.22966993015002e-05,0.152268117485401
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101000_03",500.880081894515,0.473563738141107,9.84943267411716e-140,0.994962889631648,2024-07-29,"101000",3,10H 10M 0S,30.23,766,160,"25-90",NA,NA,NA,NA,NA,NA,NA,"25-90",NA,0.00331724461010474,0.000119282438335302,"73.713",62.929,5.2714084287129e-05,0.189770703433664
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101500_19",504.109928535822,0.817565838199685,1.98026835561649e-160,0.998052886529854,2024-07-29,"101500",19,10H 15M 0S,30.23,766,160,"35-90",NA,NA,NA,NA,NA,NA,NA,"35-90",NA,0.00572692892580716,0.00020593056187728,"73.178",62.472,9.16719318383781e-05,0.330018954618161
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101800_25",570.772252414737,2.71910535950909,4.54110449919446e-93,0.969813029790836,2024-07-29,"101800",25,10H 18M 0S,30.23,766,160,"35-50",NA,NA,NA,NA,NA,NA,NA,"35-50",NA,0.0190469347031187,0.000684895170914011,"72.928",62.259,0.000305930623735021,1.10135024544607
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102200_26",603.081747733964,1.14899799749522,2.32491309329349e-108,0.98321109248443,2024-07-29,"102200",26,10H 22M 0S,30.23,766,160,"35-50",NA,NA,NA,NA,NA,NA,NA,"35-50",NA,0.00804856264792057,0.000289412536782473,"72.772",62.125,0.00012955432833675,0.466395582012299
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102500_21",545.366283922795,1.11243987694178,2.82795334461127e-152,0.996887165521688,2024-07-29,"102500",21,10H 25M 0S,30.23,766,160,"35-90",NA,NA,NA,NA,NA,NA,NA,"35-90",NA,0.00779247836909157,0.000280204184433354,"73.335",62.606,0.000124468555235785,0.448086798848827
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103000_31",576.325708440591,0.505105683346495,4.53093359027736e-79,0.948351582077582,2024-07-29,"103000",31,10H 30M 0S,30.23,766,160,"35-20",NA,NA,NA,NA,NA,NA,NA,"35-20",NA,0.00353819131547435,0.000127227303684802,"71.340",60.903,5.80955177162759e-05,0.209143863778593
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103400_20",582.728815052491,1.04656664276438,5.98971716689618e-137,0.994394951785298,2024-07-29,"103400",20,10H 34M 0S,30.23,766,160,"35-90",NA,NA,NA,NA,NA,NA,NA,"35-90",NA,0.00733104601389709,0.000263611866734883,"73.160",62.457,0.000117377491936806,0.422558970972502
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T104200_27",574.543930695391,1.67080742978842,3.02867559782029e-100,0.977078258844628,2024-07-29,"104200",27,10H 42M 0S,30.23,766,160,"35-50",NA,NA,NA,NA,NA,NA,NA,"35-50",NA,0.0117037612777208,0.000420847223219013,"72.610",61.987,0.000188809932368412,0.679715756526283
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T104600_33",557.553308125377,0.38790165900582,5.87795333669835e-85,0.958792151258869,2024-07-29,"104600",33,10H 46M 0S,30.23,766,160,"35-20",NA,NA,NA,NA,NA,NA,NA,"35-20",NA,0.0027171942949828,9.77056560583532e-05,"73.469",62.72,4.3322613121537e-05,0.155961407237533
"29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T104900_32",608.204833975138,0.641937746884716,1.48189077578417e-73,0.936185175562482,2024-07-29,"104900",32,10H 49M 0S,30.23,766,160,"35-20",NA,NA,NA,NA,NA,NA,NA,"35-20",NA,0.00449667987509971,0.000161692911725988,"72.029",61.491,7.31274475142657e-05,0.263258811051357
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113300_01",665.604832129348,0.125494814895737,6.65581307879161e-116,0.983468401343208,2024-07-30,"113300",1,11H 33M 0S,30.86,765.8,160,"25-90",NA,NA,NA,NA,NA,NA,NA,NA,"25-90",0.000877022043700052,3.15362115677833e-05,"74.469",63.574,1.37952943609031e-05,0.0496630596992511
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113600_02",669.911482285599,0.151076784988482,4.25549732557425e-119,0.989293760998238,2024-07-30,"113600",2,11H 36M 0S,30.86,765.8,160,"25-90",NA,NA,NA,NA,NA,NA,NA,NA,"25-90",0.00105580195354137,3.79648311233863e-05,"73.443",62.698,1.6839483772072e-05,0.0606221415794593
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114100_03",604.323531330443,0.129725477577564,2.81894691279915e-116,0.988058840153376,2024-07-30,"114100",3,11H 41M 0S,30.86,765.8,160,"25-90",NA,NA,NA,NA,NA,NA,NA,NA,"25-90",0.000906588081424433,3.25993556786923e-05,"73.713",62.929,1.44065229294035e-05,0.0518634825458526
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114400_07",657.378827814328,0.137232191420953,3.76739012898085e-100,0.976994742589038,2024-07-30,"114400",7,11H 44M 0S,30.86,765.8,160,"25-50",NA,NA,NA,NA,NA,NA,NA,NA,"25-50",0.000959048842626962,3.44857548589343e-05,"73.378",62.643,1.53097527676989e-05,0.055115109963716
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114700_08",647.444221904626,0.154201896101065,9.48379235148828e-99,0.975724315144041,2024-07-30,"114700",8,11H 47M 0S,30.86,765.8,160,"25-50",NA,NA,NA,NA,NA,NA,NA,NA,"25-50",0.00107764183064725,3.87501557226626e-05,"73.755",62.965,1.71149341800563e-05,0.0616137630482028
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115000_09",760.595865508342,0.172310566682419,1.62283960958011e-94,0.97144312130672,2024-07-30,"115000",9,11H 50M 0S,30.86,765.8,160,"25-50",NA,NA,NA,NA,NA,NA,NA,NA,"25-50",0.00120419449575253,4.33007729504687e-05,"72.528",61.917,1.94485277993529e-05,0.0700147000776705
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115300_13",807.63573205759,0.485638243876002,8.38975301219171e-103,0.979220727495946,2024-07-30,"115300",13,11H 53M 0S,30.86,765.8,160,"25-20",NA,NA,NA,NA,NA,NA,NA,NA,"25-20",0.00339388878733272,0.000122038431763133,"71.429",60.979,5.56566816007596e-05,0.200364053762735
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120200_15",739.425664273134,0.346456516732149,8.62836028566046e-105,0.981376491042087,2024-07-30,"120200",15,12H 2M 0S,30.86,765.8,160,"25-20",NA,NA,NA,NA,NA,NA,NA,NA,"25-20",0.00242121559054113,8.70627684480808e-05,"72.034",61.495,3.93725602169465e-05,0.141741216781007
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120500_14",655.204249871813,0.382576933485259,4.46786234101673e-94,0.973481677428887,2024-07-30,"120500",14,12H 5M 0S,30.86,765.8,160,"25-20",NA,NA,NA,NA,NA,NA,NA,NA,"25-20",0.0026736435633337,9.61396462903165e-05,"72.378",61.789,4.3270542707176e-05,0.155773953745834
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120800_26",672.000088962762,0.330596508504037,7.73377049738988e-106,0.981505213050766,2024-07-30,"120800",26,12H 8M 0S,30.86,765.8,160,"35-50",NA,NA,NA,NA,NA,NA,NA,NA,"35-50",0.00231037772970302,8.30772286840351e-05,"72.772",62.125,3.71891787477347e-05,0.133881043491845
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121100_27",689.064525611243,0.312318844363081,2.72710177091168e-142,0.995433802906446,2024-07-30,"121100",27,12H 11M 0S,30.86,765.8,160,"35-50",NA,NA,NA,NA,NA,NA,NA,NA,"35-50",0.00218264405104639,7.84841442303629e-05,"72.610",61.987,3.52113193257682e-05,0.126760749572765
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121400_31",760.670347335446,0.700782173081182,2.48053954580115e-101,0.978014353804049,2024-07-30,"121400",31,12H 14M 0S,30.86,765.8,160,"35-20",NA,NA,NA,NA,NA,NA,NA,NA,"35-20",0.00489742475922088,0.000176103011838219,"71.340",60.903,8.04135224737842e-05,0.289488680905623
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121700_25",712.916375631566,0.399432990440187,6.55449261228302e-101,0.977655474109477,2024-07-30,"121700",25,12H 17M 0S,30.86,765.8,160,"35-50",NA,NA,NA,NA,NA,NA,NA,NA,"35-50",0.00279144232284116,0.000100375488056137,"72.928",62.259,4.48359646451301e-05,0.161409472722469
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122000_32",831.412904719105,0.732262678399713,2.64132778880623e-119,0.988968527768842,2024-07-30,"122000",32,12H 20M 0S,30.86,765.8,160,"35-20",NA,NA,NA,NA,NA,NA,NA,NA,"35-20",0.00511742665439166,0.000184013903430121,"72.029",61.491,8.32223683854818e-05,0.299600526187734
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122400_19",654.84912131107,0.260177884972169,1.34044027662837e-89,0.984510736835562,2024-07-30,"122400",19,12H 24M 0S,30.86,765.8,160,"35-90",NA,NA,NA,NA,NA,NA,NA,NA,"35-90",0.00181825632073665,6.53813851397573e-05,"73.178",62.472,2.91051402346115e-05,0.104778504844601
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122700_33",831.495918359929,0.787672441767095,1.70716896959946e-103,0.979764787442809,2024-07-30,"122700",33,12H 27M 0S,30.86,765.8,160,"35-20",NA,NA,NA,NA,NA,NA,NA,NA,"35-20",0.00550465846113819,0.00019793809640914,"73.469",62.72,8.77656004645758e-05,0.315956161672473
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123000_21",602.999477346252,0.245175172906043,3.88675881973579e-128,0.992139666752604,2024-07-30,"123000",21,12H 30M 0S,30.86,765.8,160,"35-90",NA,NA,NA,NA,NA,NA,NA,NA,"35-90",0.00171340968457715,6.16112795604872e-05,"73.335",62.606,2.73681385901854e-05,0.0985252989246676
"30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123500_20",600.95769459489,0.406253026062301,7.78753352359937e-158,0.99748527620423,2024-07-30,"123500",20,12H 35M 0S,30.86,765.8,160,"35-90",NA,NA,NA,NA,NA,NA,NA,NA,"35-90",0.00283910422492359,0.000102089328476217,"73.160",62.457,4.54569419748562e-05,0.163644991109482
