"...1","Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","Intercept_CH4","TIME_CH4","TIME_CH4_pvalue","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Area","Label","STAGE_1","STAGE_2","STAGE_3","PRE_WET","three_min","one_hour","four_hour","eight_hour","tweny_four_hour","TIME_CO2_mol_per_mol_per_s","TIME_CH4_mol_per_mol_per_s","finalC02_flux","finalCH4_flux","finalC02_flux_byarea","finalCH4_flux_byarea"
256,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T100500_22",-17269.03421,0.492113915,2.162111336197e-142,1670.171424,0.008394361,3.25343607580606e-57,"7/26/24","100500","22","10H 5M 0S",31.17,766.5,160,27.8,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,4.92113915e-07,8.394361e-09,3.18023411282127e-09,5.42476698866287e-11,1.14355775362145e-10,1.95065335802332e-12
257,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T100800_24",-34924.89967,0.972234742,4.96825433818455e-148,-998.395285,0.081241156,6.79507693814314e-139,"7/26/24","100800","24","10H 8M 0S",31.17,766.5,160,27.8,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,9.72234742e-07,8.1241156e-08,6.28296416324335e-09,5.25012375795621e-10,2.25924637297495e-10,1.88785464148012e-11
258,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T101100_82",-48.80549822,0.015667488,2.00006827685406e-20,1889.221304,0.00199887,7.97457217660866e-13,"7/26/24","101100","82","10H 11M 0S",31.17,766.5,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,1.5667488e-08,1.99887e-09,1.01249483668467e-10,1.29174859058701e-11,3.64075813263096e-12,4.64490683418557e-13
259,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T101400_28",-113273.247,3.091584864,6.65236279737345e-38,2523.719716,-0.014797754,0.66033898,"7/26/24","101400","28","10H 14M 0S",31.17,766.5,160,27.8,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,3.091584864e-06,-1.4797754e-08,1.99790401114236e-08,-9.56289197064004e-11,7.18412085991499e-10,-3.43865227279397e-12
260,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T101700_17",-19384.45327,0.541534252,1.38703921640527e-85,1820.354491,0.004109794,1.1100103048836e-26,"7/26/24","101700","17","10H 17M 0S",31.17,766.5,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,5.41534252e-07,4.109794e-09,3.49960781229189e-09,2.65591089320613e-11,1.25839906950446e-10,9.55020098240249e-13
261,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T102000_16",-25489.75279,0.701233282,2.61976137260083e-77,1398.639808,0.01530938,8.84687772160581e-37,"7/26/24","102000","16","10H 20M 0S",31.17,766.5,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,7.01233282e-07,1.530938e-08,4.53164589841361e-09,9.8935248604266e-11,1.62950230076002e-10,3.55754220080065e-12
262,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T102300_85",-177.5140104,0.01841129,4.37010745317173e-27,1890.895329,0.001808665,6.69231633190895e-09,"7/26/24","102300","85","10H 23M 0S",31.17,766.5,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,1.841129e-08,1.808665e-09,1.18981013814749e-10,1.16883062159823e-11,4.27835360714666e-12,4.20291485652006e-13
263,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T102700_29",-71065.73891,1.907405461,1.46734846170017e-110,834.3470296,0.030352058,1.78874031608844e-67,"7/26/24","102700","29","10H 27M 0S",31.17,766.5,160,27.8,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,1.907405461e-06,3.0352058e-08,1.2326405999013e-08,1.96146963749094e-10,4.43236461668932e-10,7.0531090884248e-12
264,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T103000_18",-25082.89098,0.680190611,4.2160666235729e-80,1695.585628,0.007323847,1.39040722984686e-34,"7/26/24","103000","18","10H 30M 0S",31.17,766.5,160,27.8,"25-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,6.80190611e-07,7.323847e-09,4.39565986327158e-09,4.73295864159494e-11,1.58060405007967e-10,1.70189091750987e-12
265,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T103400_83",-347.6197648,0.024223339,1.02453770821274e-37,1818.735704,0.003895764,1.10448214900977e-24,"7/26/24","103400","83","10H 34M 0S",31.17,766.5,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,2.4223339e-08,3.895764e-09,1.56540765595368e-10,2.51759627002236e-11,5.62893799336094e-12,9.05284527156549e-13
266,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T104000_20",-54894.73536,1.445919695,1.14373786424494e-127,1384.824355,0.015299236,8.87230027247608e-85,"7/26/24","104000","20","10H 40M 0S",31.17,766.5,160,27.8,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.445919695e-06,1.5299236e-08,9.34410305881946e-09,9.88696940774438e-11,3.35997952492609e-10,3.5551849722202e-12
267,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T104300_25",-148209.8789,3.856468474,4.15492036404397e-91,1235.895939,0.01899203,1.28071869347489e-45,"7/26/24","104300","25","10H 43M 0S",31.17,766.5,160,27.8,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,3.856468474e-06,1.899203e-08,2.49220195206928e-08,1.22733984625744e-10,8.96153165073457e-10,4.41330401387071e-12
268,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T104900_23",-36950.47644,0.963911391,5.21051379379753e-114,15775.40667,-0.353297987,1.44273469416244e-36,"7/26/24","104900","23","10H 49M 0S",31.17,766.5,160,27.8,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,9.63911391e-07,-3.53297987e-07,6.22917538796926e-09,-2.28315086406058e-09,2.23990485004288e-10,-8.20981971974318e-11
269,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T105300_26",-99192.70461,2.548255537,9.92958300919582e-111,809.1354178,0.029689182,3.04573419834497e-69,"7/26/24","105300","26","10H 53M 0S",31.17,766.5,160,27.8,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,2.548255537e-06,2.9689182e-08,1.6467831816853e-08,1.91863197727622e-10,5.92155045553864e-10,6.89907219444883e-12
270,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T105700_31",-41877.41568,1.079785326,4.49802939988121e-72,1445.072897,0.013291345,1.75090722997117e-33,"7/26/24","105700","31","10H 57M 0S",31.17,766.5,160,27.8,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.079785326e-06,1.3291345e-08,6.97799843410043e-09,8.58939109134444e-11,2.50916880046761e-10,3.08859801918175e-12
271,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T110100_32",-40379.40957,1.03543881,1.28367494775482e-72,1583.141033,0.009826747,4.08080018499093e-42,"7/26/24","110100","32","11H 1M 0S",31.17,766.5,160,27.8,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.03543881e-06,9.826747e-09,6.69141376606077e-09,6.35043128732989e-11,2.40611785906536e-10,2.28350639601938e-12
272,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T110400_21",-67620.98685,1.711319115,1.6228985379521e-140,1183.959956,0.01961308,1.18144488369508e-94,"7/26/24","110400","21","11H 4M 0S",31.17,766.5,160,27.8,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.711319115e-06,1.961308e-08,1.10592187328133e-08,1.2674745454717e-10,3.97670576512525e-10,4.55762152273176e-12
273,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T110700_19",-47420.80224,1.19874745,2.0652292402954e-155,-24390.02875,0.658265124,4.65665945923612e-251,"7/26/24","110700","19","11H 7M 0S",31.17,766.5,160,27.8,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.19874745e-06,6.58265124e-07,7.74677857493118e-09,4.25396872312648e-09,2.78560898055778e-10,1.52965434128964e-10
274,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T111100_27",-95878.68005,2.399336497,2.00142585991008e-104,1149.733654,0.020644734,9.07781325306333e-54,"7/26/24","111100","27","11H 11M 0S",31.17,766.5,160,27.8,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,2.399336497e-06,2.0644734e-08,1.55054582756443e-08,1.33414409379018e-10,5.57549740224535e-10,4.79735380722825e-12
275,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T111400_84",514.1113671,0.000397041,0.890693448,6924.36756,-0.122352381,9.36544592130439e-42,"7/26/24","111400","84","11H 14M 0S",31.17,766.5,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,3.97041e-10,-1.22352381e-07,2.56583545780994e-12,-7.90689318023256e-10,9.22630513416017e-14,-2.84318345207931e-11
276,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T111800_33",-49386.52865,1.228364145,3.34410625767698e-68,1228.579719,0.018160994,1.50714495686344e-23,"7/26/24","111800","33","11H 18M 0S",31.17,766.5,160,27.8,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.228364145e-06,1.8160994e-08,7.93817333309002e-09,1.17363502394648e-10,2.85443125965121e-10,4.2201906650359e-12
277,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T125700_01",3963.660026,-0.073088391,2.55414658260571e-14,18789.9114,-0.35944138,1.09306519781106e-35,"7/29/24","125700","01","12H 57M 0S",32.59,766,160,27.8,"25-90",NA,NA,NA,NA,NA,"25-90",NA,NA,NA,-7.3088391e-08,-3.5944138e-07,-4.69825616301825e-10,-2.31055528206769e-09,-1.68941250018635e-11,-8.30836131631675e-11
278,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130100_02",-2973.991806,0.074688604,1.23988949310696e-91,1780.036898,0.004005571,1.3282760214517e-26,"7/29/24","130100","02","13H 1M 0S",32.59,766,160,27.8,"25-90",NA,NA,NA,NA,NA,"25-90",NA,NA,NA,7.4688604e-08,4.005571e-09,4.80112079701179e-10,2.57485469028278e-11,1.72640086192441e-11,9.25873675038756e-13
279,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130500_03",-2397.718273,0.062167292,1.52003535851907e-85,1797.892249,0.003722412,3.12938194010377e-23,"7/29/24","130500","03","13H 5M 0S",32.59,766,160,27.8,"25-90",NA,NA,NA,NA,NA,"25-90",NA,NA,NA,6.2167292e-08,3.722412e-09,3.99622783838756e-10,2.39283487856411e-11,1.43697513066795e-11,8.6042246622226e-13
280,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130800_07",-2687.147704,0.06848468,5.84779712983921e-48,1727.266994,0.005258568,4.62916138994408e-16,"7/29/24","130800","07","13H 8M 0S",32.59,766,160,27.8,"25-50",NA,NA,NA,NA,NA,"25-50",NA,NA,NA,6.848468e-08,5.258568e-09,4.40232115497429e-10,3.3803042010667e-11,1.58299933656033e-11,1.21549953292582e-12
281,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131100_08",-2216.352819,0.057490548,1.20507990110269e-69,1764.19128,0.004254001,6.76689632883054e-26,"7/29/24","131100","08","13H 11M 0S",32.59,766,160,27.8,"25-50",NA,NA,NA,NA,NA,"25-50",NA,NA,NA,5.7490548e-08,4.254001e-09,3.69559813481592e-10,2.73455006223024e-11,1.32887383488526e-11,9.83297397421876e-13
282,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131400_09",-1509.124068,0.04463317,5.57913527519281e-63,1827.073814,0.003410209,1.95865750220687e-16,"7/29/24","131400","09","13H 14M 0S",32.59,766,160,27.8,"25-50",NA,NA,NA,NA,NA,"25-50",NA,NA,NA,4.463317e-08,3.410209e-09,2.86910223577834e-10,2.1921450496058e-11,1.03168005601522e-11,7.8825783876512e-13
283,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131800_13",-5195.938683,0.119815852,6.63325241667154e-172,1710.551921,0.005378409,6.22631009729412e-109,"7/29/24","131800","13","13H 18M 0S",32.59,766,160,27.8,"25-20",NA,NA,NA,NA,NA,"25-20",NA,NA,NA,1.19815852e-07,5.378409e-09,7.70198327510428e-10,3.45734019941454e-11,2.76950135746288e-11,1.24320035937236e-12
284,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132300_14",-4794.908837,0.110833657,3.95274320973299e-91,1771.306529,0.004219304,6.1092806585107e-32,"7/29/24","132300","14","13H 23M 0S",32.59,766,160,27.8,"25-20",NA,NA,NA,NA,NA,"25-20",NA,NA,NA,1.10833657e-07,4.219304e-09,7.12459126470715e-10,2.71224619264741e-11,2.5618810732496e-11,9.75277307676165e-13
285,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132800_15",-5104.405844,0.116059831,1.50518142827254e-94,1701.001447,0.005574597,3.38919238879053e-36,"7/29/24","132800","15","13H 28M 0S",32.59,766,160,27.8,"25-20",NA,NA,NA,NA,NA,"25-20",NA,NA,NA,1.16059831e-07,5.574597e-09,7.46053933893012e-10,3.58345345317467e-11,2.68268225060414e-11,1.28854852685173e-12
286,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133200_25",-3855.860839,0.090349302,3.31860345635775e-88,1699.167325,0.005561775,4.74123699873633e-44,"7/29/24","133200","25","13H 32M 0S",32.59,766,160,27.8,"35-50",NA,NA,NA,NA,NA,"35-50",NA,NA,NA,9.0349302e-08,5.561775e-09,5.80781926018726e-10,3.5752112358132e-11,2.08839239848517e-11,1.28558476656354e-12
287,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133700_26",-3371.096779,0.079879541,2.69268614392543e-83,1679.08559,0.005900869,3.78659155062808e-39,"7/29/24","133700","26","13H 37M 0S",32.59,766,160,27.8,"35-50",NA,NA,NA,NA,NA,"35-90",NA,NA,NA,7.9879541e-08,5.900869e-09,5.13480377208357e-10,3.79318709402336e-11,1.84638754839395e-11,1.36396515426946e-12
288,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134200_32",-6465.659381,0.14263149,3.52867131580477e-94,1680.983091,0.005775673,1.49554519737603e-39,"7/29/24","134200","32","13H 42M 0S",32.59,766,160,27.8,"35-20",NA,NA,NA,NA,NA,"35-50",NA,NA,NA,1.4263149e-07,5.775673e-09,9.16861443745527e-10,3.71270880321173e-11,3.29687682037227e-11,1.33502653837171e-12
289,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134500_27",-4570.438503,0.102521487,9.36183772184678e-113,1629.144331,0.007062299,3.41783523774447e-46,"7/29/24","134500","27","13H 45M 0S",32.59,766,160,27.8,"35-50",NA,NA,NA,NA,NA,"35-90",NA,NA,NA,1.02521487e-07,7.062299e-09,6.59026969330253e-10,4.53977565354088e-11,2.36974818169814e-11,1.63242562155371e-12
290,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135100_31",-8907.016262,0.189767785,4.022776286662e-105,1669.010877,0.005983326,5.58508531651243e-37,"7/29/24","135100","31","13H 51M 0S",32.59,766,160,27.8,"35-20",NA,NA,NA,NA,NA,"35-90",NA,NA,NA,1.89767785e-07,5.983326e-09,1.21986221507951e-09,3.84619196978181e-11,4.38641573203707e-11,1.38302480035304e-12
291,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135400_19",-4725.577183,0.104204761,2.8440753200701e-106,1568.365008,0.007766513,5.62183911767542e-54,"7/29/24","135400","19","13H 54M 0S",32.59,766,160,27.8,"35-90",NA,NA,NA,NA,NA,"35-20",NA,NA,NA,1.04204761e-07,7.766513e-09,6.69847364110251e-10,4.99245736130808e-11,2.40865646929252e-11,1.79520221550093e-12
292,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135800_33",-13499.51699,0.28007892,2.1681360950983e-128,1603.912465,0.007156939,3.51012810565534e-49,"7/29/24","135800","33","13H 58M 0S",32.59,766,160,27.8,"35-20",NA,NA,NA,NA,NA,"35-20",NA,NA,NA,2.8007892e-07,7.156939e-09,1.80039879660437e-09,4.60061198571134e-11,6.47392591371581e-11,1.65430132531871e-12
293,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140100_20",-3346.1938,0.076201741,6.99047821533206e-83,1791.990117,0.003335591,1.34698933515542e-21,"7/29/24","140100","20","14H 1M 0S",32.59,766,160,27.8,"35-90",NA,NA,NA,NA,NA,"35-20",NA,NA,NA,7.6201741e-08,3.335591e-09,4.89838802561641e-10,2.14417922718509e-11,1.76137649249062e-11,7.7101015001262e-13
294,"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140400_21",-4817.018702,0.104850873,1.00347781733448e-93,1591.027907,0.007221739,4.07129235506061e-42,"7/29/24","140400","21","14H 4M 0S",32.59,766,160,27.8,"35-90",NA,NA,NA,NA,NA,"35-50",NA,NA,NA,1.04850873e-07,7.221739e-09,6.74000690848556e-10,4.6422666172059e-11,2.42359112135403e-11,1.66927961783743e-12
295,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T112600_01",-1856.063089,0.058424306,4.13964596858074e-61,1688.651841,0.007357751,1.63701791042215e-42,"7/29/24","112600","01","11H 26M 0S",31.57,766,160,27.8,"25-90",NA,NA,NA,NA,"25-90",NA,NA,NA,NA,5.8424306e-08,7.357751e-09,3.7681931413038e-10,4.74552951533924e-11,1.35497775667163e-11,1.70641118854342e-12
296,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113100_02",-1966.275073,0.060634014,3.21588746945869e-78,1649.065097,0.008244537,8.195729654836e-58,"7/29/24","113100","02","11H 31M 0S",31.57,766,160,27.8,"25-90",NA,NA,NA,NA,"25-90",NA,NA,NA,NA,6.0634014e-08,8.244537e-09,3.91071270379349e-10,5.3174799845505e-11,1.40622535195739e-11,1.91207478768447e-12
297,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113600_03",-1522.291914,0.04990076,1.94533245394948e-69,1716.647716,0.006380654,7.23654416701889e-36,"7/29/24","113600","03","11H 36M 0S",31.57,766,160,27.8,"25-90",NA,NA,NA,NA,"25-90",NA,NA,NA,NA,4.990076e-08,6.380654e-09,3.21844989614163e-10,4.11533114998963e-11,1.15729949519656e-11,1.47980264293047e-12
298,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113900_07",-1635.063249,0.053965223,1.01773225757258e-72,1313.904612,0.016406243,3.23841845946527e-76,"7/29/24","113900","07","11H 39M 0S",31.57,766,160,27.8,"25-50",NA,NA,NA,NA,"25-50",NA,NA,NA,NA,5.3965223e-08,1.6406243e-08,3.4805956133656e-10,1.05815364494297e-10,1.25156260818612e-11,3.80493939209985e-12
299,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114300_08",-1282.913846,0.044095641,1.47434078006953e-59,1527.913074,0.011067903,3.9996039731747e-54,"7/29/24","114300","08","11H 43M 0S",31.57,766,160,27.8,"25-50",NA,NA,NA,NA,"25-50",NA,NA,NA,NA,4.4095641e-08,1.1067903e-08,2.84403706870894e-10,7.13846668083926e-11,1.02266705095611e-11,2.56687043539707e-12
300,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114700_09",-1995.261047,0.060800521,1.91706238809074e-34,1353.37711,0.015082744,2.89219380604265e-32,"7/29/24","114700","09","11H 47M 0S",31.57,766,160,27.8,"25-50",NA,NA,NA,NA,"25-50",NA,NA,NA,NA,6.0800521e-08,1.5082744e-08,3.92145190770255e-10,9.72791914598711e-11,1.41008698586931e-11,3.49799322041967e-12
301,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115400_13",-1293.228536,0.043550494,1.02885624093542e-67,1780.221733,0.004768241,4.08593252764658e-35,"7/29/24","115400","13","11H 54M 0S",31.57,766,160,27.8,"25-20",NA,NA,NA,NA,"25-20",NA,NA,NA,NA,4.3550494e-08,4.768241e-09,2.80887671633091e-10,3.07537295047776e-11,1.01002399005067e-11,1.10585147446162e-12
302,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115900_14",-1360.152077,0.043781426,1.080696180785e-57,1616.859932,0.008283298,8.94256765776927e-48,"7/29/24","115900","14","11H 59M 0S",31.57,766,160,27.8,"25-20",NA,NA,NA,NA,"25-20",NA,NA,NA,NA,4.3781426e-08,8.283298e-09,2.82377114021174e-10,5.34247967121346e-11,1.01537976994309e-11,1.9210642471102e-12
303,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T120700_25",-917.2393013,0.034620089,1.95798558058325e-51,1705.312364,0.006683971,1.25110728310167e-42,"7/29/24","120700","25","12H 7M 0S",31.57,766,160,27.8,"35-50",NA,NA,NA,NA,"35-50",NA,NA,NA,NA,3.4620089e-08,6.683971e-09,2.23289228152966e-10,4.31096155063844e-11,8.02909845929399e-12,1.55014798656542e-12
304,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121000_15",-1875.236215,0.055658535,2.51392975445777e-64,1746.867686,0.005479678,2.82740386897696e-22,"7/29/24","121000","15","12H 10M 0S",31.57,766,160,27.8,"25-20",NA,NA,NA,NA,"25-20",NA,NA,NA,NA,5.5658535e-08,5.479678e-09,3.58980917705753e-10,3.53422855483355e-11,1.29083393637452e-11,1.27084809594878e-12
305,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121700_26",-491.1426969,0.024425823,5.05261672963103e-36,1765.007207,0.005060753,2.52220739846413e-28,"7/29/24","121700","26","12H 17M 0S",31.57,766,160,27.8,"35-50",NA,NA,NA,NA,"35-50",NA,NA,NA,NA,2.4425823e-08,5.060753e-09,1.57539258916144e-10,3.26403444902411e-11,5.6648421041404e-12,1.17369092018127e-12
306,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122100_32",-1521.753912,0.046270434,1.28516489377051e-52,1652.865872,0.007436034,1.55507810799016e-35,"7/29/24","122100","32","12H 21M 0S",31.57,766,160,27.8,"35-20",NA,NA,NA,NA,"35-20",NA,NA,NA,NA,4.6270434e-08,7.436034e-09,2.98430471803893e-10,4.79601971092337e-11,1.07310489681371e-11,1.72456659867795e-12
307,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122600_33",1489.473761,-0.020093424,1.37787130152128e-06,7931.958939,-0.132441338,2.10118425903525e-30,"7/29/24","122600","33","12H 26M 0S",31.57,766,160,27.8,"35-20",NA,NA,NA,NA,"35-20",NA,NA,NA,NA,-2.0093424e-08,-1.32441338e-07,-1.2959658006397e-10,-8.54207051217173e-10,-4.66007119971127e-12,-3.07158234885715e-11
308,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123000_21",-650.270128,0.032814236,2.20569144855903e-49,1908.464709,0.003552129,1.56724248769355e-20,"7/29/24","123000","21","12H 30M 0S",31.57,766,160,27.8,"35-90",NA,NA,NA,NA,"35-90",NA,NA,NA,NA,3.2814236e-08,3.552129e-09,2.11642015965622e-10,2.29101705287288e-11,7.6102846445747e-12,8.2381051883239e-13
309,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123500_20",-2711.386661,0.071765486,2.39684204532282e-90,1656.023766,0.007207001,5.98320078441513e-41,"7/29/24","123500","20","12H 35M 0S",31.57,766,160,27.8,"35-90",NA,NA,NA,NA,"35-90",NA,NA,NA,NA,7.1765486e-08,7.207001e-09,4.62865938240727e-10,4.64830027036514e-11,1.66438668910725e-11,1.67144921624061e-12
310,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124000_31",90.19408034,0.010708024,0.00024186,5951.359293,-0.086717577,5.45374821111338e-29,"7/29/24","124000","31","12H 40M 0S",31.57,766,160,27.8,"35-20",NA,NA,NA,NA,"35-20",NA,NA,NA,NA,1.0708024e-08,-8.6717577e-08,6.9063554804941e-11,-5.59302456895053e-10,2.48340722060198e-12,-2.01115590397358e-11
311,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124500_19",-3235.123996,0.081836561,1.10779100292943e-96,1520.69388,0.009767663,1.93799429820246e-62,"7/29/24","124500","19","12H 45M 0S",31.57,766,160,27.8,"35-90",NA,NA,NA,NA,"35-90",NA,NA,NA,NA,8.1836561e-08,9.767663e-09,5.27821362342053e-10,6.29985073732272e-11,1.89795527631087e-11,2.26531849598084e-12
312,"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T125000_27",-2599.469676,0.067956166,7.59314258381482e-78,1630.852103,0.007489632,4.47193523774241e-44,"7/29/24","125000","27","12H 50M 0S",31.57,766,160,27.8,"35-50",NA,NA,NA,NA,"35-50",NA,NA,NA,NA,6.7956166e-08,7.489632e-09,4.38296962621177e-10,4.83058881919614e-11,1.57604085804091e-11,1.73699705832296e-12
313,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153600_01",-4092.541589,0.084831859,1.72033708788e-85,1685.064924,0.004897507,1.45758593596485e-34,"7/29/24","153600","01","15H 36M 0S",31.36,766,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,"25-90",NA,NA,8.4831859e-08,4.897507e-09,5.47517464960108e-10,3.1609240312232e-11,1.96877909011186e-11,1.13661417879295e-12
314,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153900_02",-5882.572045,0.113364049,2.82648507548257e-113,2095.674218,-0.002483007,1.20702377807736e-15,"7/29/24","153900","02","15H 39M 0S",31.36,766,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,"25-90",NA,NA,1.13364049e-07,-2.483007e-09,7.31668472879906e-10,-1.60256973517249e-11,2.63095459503742e-11,-5.76256646951634e-13
315,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154300_03",-3918.852548,0.07828729,2.91777643918047e-92,1813.625767,0.002537266,1.7073603029274e-16,"7/29/24","154300","03","15H 43M 0S",31.36,766,160,27.8,"25-90",NA,NA,NA,NA,NA,NA,"25-90",NA,NA,7.828729e-08,2.537266e-09,5.05277840951202e-10,1.63758930268105e-11,1.81689263197124e-11,5.88849084027707e-13
316,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154600_07",-4353.837923,0.086019833,2.32530753045188e-93,1828.790514,0.00226055,1.07270036349615e-11,"7/29/24","154600","07","15H 46M 0S",31.36,766,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,"25-50",NA,NA,8.6019833e-08,2.26055e-09,5.55184826262641e-10,1.45899267092045e-11,1.99634960899907e-11,5.24628792132489e-13
317,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154900_08",-4376.994239,0.086314773,4.71339649695728e-79,1744.966032,0.003742239,6.02255218543545e-24,"7/29/24","154900","08","15H 49M 0S",31.36,766,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,"25-50",NA,NA,8.6314773e-08,3.742239e-09,5.57088412993133e-10,2.41529684096025e-11,2.00319458106125e-11,8.68499403437701e-13
318,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155400_09",-7425.331422,0.139472039,3.30384803566748e-59,1798.294798,0.002843226,1.11632568352698e-14,"7/29/24","155400","09","15H 54M 0S",31.36,766,160,27.8,"25-50",NA,NA,NA,NA,NA,NA,"25-50",NA,NA,1.39472039e-07,2.843226e-09,9.00173332593092e-10,1.8350604480195e-11,3.23686922902946e-11,6.59856327946601e-13
319,"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155700_13",-12457.67492,0.227074146,2.03337318197223e-93,1758.388281,0.003538849,1.1536029353652e-22,"7/29/24","155700","13","15H 57M 0S",31.36,766,160,27.8,"25-20",NA,NA,NA,NA,NA,NA,"25-20",NA,NA,2.27074146e-07,3.538849e-09,1.46557039114163e-09,2.28402590276445e-11,5.26994027738809e-11,8.2129662091494e-13
