Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalC02_flux_byarea,Original dried down (14%) soil wt (g),dry_soil,finalC02flux_gSoil,finalC02flux_gSoil_hr,treatment,Date_corr,Hours
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153900_02,504.358499803385,0.113364049421553,2.82648507547534e-113,0.986096839603274,2024-07-29,153900,2,15H 39M 0S,31.36,766,160,25-90,NA,NA,NA,NA,NA,25-90,NA,NA,NA,7.9115175444695e-4,2.84484629430766e-5,73.443,62.698,1.26184528126409e-5,0.0454264301255072,90-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154300_03,510.642322452837,0.0782872900426604,2.9177764391747496e-92,0.968862705097769,2024-07-29,154300,3,15H 43M 0S,31.36,766,160,25-90,NA,NA,NA,NA,NA,25-90,NA,NA,NA,5.4635598484869e-4,1.96460260643184e-5,73.713,62.929,8.68210181075011e-6,0.0312555665187004,90-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154600_07,528.647820342937,0.0860198333889591,2.32530753039893e-93,0.970147818788723,2024-07-29,154600,7,15H 46M 0S,31.36,766,160,25-50,NA,NA,NA,NA,NA,25-50,NA,NA,NA,6.0032031715666e-4,2.15864910879777e-5,73.378,62.643,9.5831987158447e-6,0.0344995153770409,50-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154900_08,537.768950456181,0.0863147732642476,4.7133964969429403e-79,0.948317600743603,2024-07-29,154900,8,15H 49M 0S,31.36,766,160,25-50,NA,NA,NA,NA,NA,25-50,NA,NA,NA,6.0237866105828e-4,2.1660505611589e-5,73.755,62.965,9.56688098242339e-6,0.0344407715367242,50-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155400_09,558.048106935738,0.139472039283461,3.30384803582407e-59,0.889369221322475,2024-07-29,155400,9,15H 54M 0S,31.36,766,160,25-50,NA,NA,NA,NA,NA,25-50,NA,NA,NA,9.7335574318701e-4,3.50002065151749e-5,72.528,61.917,1.57203311398649e-5,0.0565931921035136,50-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155700_13,580.922513014629,0.227074145548392,2.03337318169516e-93,0.970214475054233,2024-07-29,155700,13,15H 57M 0S,31.36,766,160,25-20,NA,NA,NA,NA,NA,25-20,NA,NA,NA,0.0015847185201731,5.69837655581841e-5,71.429,60.979,2.59879388014415e-5,0.0935565796851894,20-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160000_14,532.865357086918,0.160830930437741,2.0730035033201997e-98,0.975405917273124,2024-07-29,160000,14,16H 0M 0S,31.36,766,160,25-20,NA,NA,NA,NA,NA,25-20,NA,NA,NA,0.0011224164400832,4.03601740411074e-5,72.378,61.789,1.8165311626393e-5,0.0653951218550147,20-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160300_15,564.31303500418,0.157802336916473,1.3413928607193399e-96,0.973636275342837,2024-07-29,160300,15,16H 3M 0S,31.36,766,160,25-20,NA,NA,NA,NA,NA,25-20,NA,NA,NA,0.00110128031191837,3.96001550492041e-5,72.034,61.495,1.79084529135437e-5,0.0644704304887572,20-25,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161000_25,564.576595887265,0.179336579417818,7.55958075193846e-99,0.975815872747745,2024-07-29,161000,25,16H 10M 0S,31.36,766,160,35-50,NA,NA,NA,NA,NA,35-50,NA,NA,NA,0.00125156476119975,4.50041266163161e-5,72.928,62.259,2.01025516182359e-5,0.0723691858256494,50-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161300_21,521.549776416706,0.112176319554822,1.30098417733785e-102,0.979068268023854,2024-07-29,161300,21,16H 13M 0S,31.36,766,160,35-90,NA,NA,NA,NA,NA,35-90,NA,NA,NA,7.8286275478023e-4,2.81504047026334e-5,73.335,62.606,1.25045962811909e-5,0.0450165466122871,90-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161600_27,518.382552833413,0.207782923194357,1.4710390539337398e-135,0.994087807702818,2024-07-29,161600,27,16H 16M 0S,31.36,766,160,35-50,NA,NA,NA,NA,NA,35-50,NA,NA,NA,0.00145008779298315,5.21426750443421e-5,72.61,61.987,2.33934178615379e-5,0.0842163043015366,50-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161900_19,502.802973567598,0.144092739763599,2.1696782344828898e-117,0.988127559579388,2024-07-29,161900,19,16H 19M 0S,31.36,766,160,35-90,NA,NA,NA,NA,NA,35-90,NA,NA,NA,0.00100560296186249,3.61597613039372e-5,73.178,62.472,1.60968587825345e-5,0.0579486916171242,90-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162300_20,538.279097095046,0.0992343095819518,1.69763569383731e-101,0.978152853995273,2024-07-29,162300,20,16H 23M 0S,31.36,766,160,35-90,NA,NA,NA,NA,NA,35-90,NA,NA,NA,6.925422876802e-4,2.49026352995398e-5,73.16,62.457,1.10883053569688e-5,0.0399178992850877,90-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162700_31,609.414411613867,0.342479216577831,6.020186310997439e-107,0.982275563546563,2024-07-29,162700,31,16H 27M 0S,31.36,766,160,35-20,NA,NA,NA,NA,NA,35-20,NA,NA,NA,0.00239011427731917,8.59444184580789e-5,71.34,60.903,3.92446066256042e-5,0.141280583852175,20-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163100_32,663.274277994587,0.298507753923224,7.184788002660309e-86,0.960210208449499,2024-07-29,163100,32,16H 31M 0S,31.36,766,160,35-20,NA,NA,NA,NA,NA,35-20,NA,NA,NA,0.00208324362474193,7.49098750356681e-5,72.029,61.491,3.38788379558298e-5,0.121963816640987,20-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163400_33,641.460713301456,0.465497173031613,2.7783732993245797e-78,0.946767386145752,2024-07-29,163400,33,16H 34M 0S,31.36,766,160,35-20,NA,NA,NA,NA,NA,35-20,NA,NA,NA,0.00324863929096768,1.1681550848499e-4,73.469,62.72,5.17959070626225e-5,0.186465265425441,20-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163800_26,558.193322416488,0.10975234038616,3.2744599493665494e-87,0.962205859017878,2024-07-29,163800,26,16H 38M 0S,31.36,766,160,35-50,NA,NA,NA,NA,NA,35-50,NA,NA,NA,7.6594614513357e-4,2.75421123744543e-5,72.772,62.125,1.2329113000138e-5,0.0443848068004968,50-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193100_01,543.206706387979,0.0959945093291561,3.13695232122427e-79,0.952438986486893,2024-07-29,193100,1,19H 31M 0S,26.86,766,160,25-90,NA,NA,NA,NA,NA,NA,25-90,NA,NA,6.799808251524e-4,2.4450946607422e-5,74.469,63.574,1.06958949437255e-5,0.0385052217974118,90-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193500_02,552.96419740864,0.135269617772726,1.2625903493822498e-121,0.98990838067676,2024-07-29,193500,2,19H 35M 0S,26.86,766,160,25-90,NA,NA,NA,NA,NA,NA,25-90,NA,NA,9.581875771223e-4,3.44547852255415e-5,73.443,62.698,1.52825860015042e-5,0.055017309605415,90-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193800_03,573.699593448571,0.0767367928861519,1.3918129353002299e-94,0.971516101786826,2024-07-29,193800,3,19H 38M 0S,26.86,766,160,25-90,NA,NA,NA,NA,NA,NA,25-90,NA,NA,5.4356804478635e-4,1.95457765115553e-5,73.713,62.929,8.63779886517112e-6,0.031096075914616,90-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194100_07,604.54621575502,0.0993049259634989,5.0396063297715e-78,0.946236702490793,2024-07-29,194100,7,19H 41M 0S,26.86,766,160,25-50,NA,NA,NA,NA,NA,NA,25-50,NA,NA,7.0343028960979e-4,2.52941492128657e-5,73.378,62.643,1.12291922419072e-5,0.0404250920708661,50-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194400_08,597.992260669286,0.111041904890937,4.84863746755176e-93,0.970657580934136,2024-07-29,194400,8,19H 44M 0S,26.86,766,160,25-50,NA,NA,NA,NA,NA,NA,25-50,NA,NA,7.8656963447075e-4,2.82836977515555e-5,73.755,62.965,1.24921723889583e-5,0.0449718206002498,50-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194800_09,583.393152894214,0.0959963320456949,1.6217542463083696e-89,0.965404704657006,2024-07-29,194800,9,19H 48M 0S,26.86,766,160,25-50,NA,NA,NA,NA,NA,NA,25-50,NA,NA,6.7999373643561e-4,2.44514108750669e-5,72.528,61.917,1.09823430792127e-5,0.0395364350851656,50-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195100_13,574.433373496882,0.312793768443036,1.87013703698567e-101,0.978117594328558,2024-07-29,195100,13,19H 51M 0S,26.86,766,160,25-20,NA,NA,NA,NA,NA,NA,25-20,NA,NA,0.00221568677474166,7.96723040180388e-5,71.429,60.979,3.63352428662599e-5,0.130806874318535,20-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195400_14,608.684932417115,0.181048374038816,6.7529485090064e-98,0.974917139120946,2024-07-29,195400,14,19H 54M 0S,26.86,766,160,25-20,NA,NA,NA,NA,NA,NA,25-20,NA,NA,0.00128246317035993,4.61151805235501e-5,72.378,61.789,2.07555255848117e-5,0.074719892105322,20-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195800_15,566.108814622911,0.192720627451498,8.582080189417501e-106,0.981473107942122,2024-07-29,195800,15,19H 58M 0S,26.86,766,160,25-20,NA,NA,NA,NA,NA,NA,25-20,NA,NA,0.00136514402952999,4.9088242701546e-5,72.034,61.495,2.21992687133912e-5,0.0799173673682084,20-25,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200200_25,575.142503897615,0.20511261611058,8.69407856980341e-97,0.973826091067948,2024-07-29,200200,25,20H 2M 0S,26.86,766,160,35-50,NA,NA,NA,NA,NA,NA,35-50,NA,NA,0.00145292316119667,5.22446300322427e-5,72.928,62.259,2.33367571145805e-5,0.08401232561249,50-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200600_26,573.196518040717,0.16189949805202,4.6796084869854694e-98,0.975069964602698,2024-07-29,200600,26,20H 6M 0S,26.86,766,160,35-50,NA,NA,NA,NA,NA,NA,35-50,NA,NA,0.00114682136558133,4.12377333901953e-5,72.772,62.125,1.84599012568424e-5,0.0664556445246325,50-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200900_32,608.574004778254,0.431263183982605,6.63619784956072e-92,0.968433451993509,2024-07-29,200900,32,20H 9M 0S,26.86,766,160,35-20,NA,NA,NA,NA,NA,NA,35-20,NA,NA,0.00305486946859446,1.0984787733169e-4,72.029,61.491,4.96799445218725e-5,0.178847800278741,20-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201500_33,650.566928246883,0.583199302097343,2.99472462137331e-103,0.979574387641563,2024-07-29,201500,33,20H 15M 0S,26.86,766,160,35-20,NA,NA,NA,NA,NA,NA,35-20,NA,NA,0.00413111484646144,1.4854781900256e-4,73.469,62.72,6.58659892611837e-5,0.237117561340261,20-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201900_21,543.32914808622,0.161102177310895,4.78704784322656e-115,0.987010358061312,2024-07-29,201900,21,20H 19M 0S,26.86,766,160,35-90,NA,NA,NA,NA,NA,NA,35-90,NA,NA,0.00114117351322759,4.10346462865008e-5,73.335,62.606,1.82278617580997e-5,0.0656203023291588,90-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202200_20,588.487683538155,0.15857599439563,3.1930542674031995e-122,0.990136961114872,2024-07-29,202200,20,20H 22M 0S,26.86,766,160,35-90,NA,NA,NA,NA,NA,NA,35-90,NA,NA,0.00112327919869635,4.03911973641261e-5,73.16,62.457,1.79848407495773e-5,0.0647454266984781,90-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202500_31,628.08024510229,0.538232807207695,1.37333100059536e-101,0.978920268516692,2024-07-29,202500,31,20H 25M 0S,26.86,766,160,35-20,NA,NA,NA,NA,NA,NA,35-20,NA,NA,0.00381259293814655,1.3709431636629e-4,71.34,60.903,6.26010695392108e-5,0.225363850341159,20-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202900_19,574.783281249484,0.273063776142436,8.70502043620732e-135,0.993910003994492,2024-07-29,202900,19,20H 29M 0S,26.86,766,160,35-90,NA,NA,NA,NA,NA,NA,35-90,NA,NA,0.00193425783535069,6.95526010554005e-5,73.178,62.472,3.09619963399713e-5,0.111463186823897,90-35,2024-07-29,NA
29-July-2024-8h_WETUP/TG10-01136-2024-07-29T203200_27,564.796545603247,0.287812541099262,2.2593642267223096e-131,0.99305747326406,2024-07-29,203200,27,20H 32M 0S,26.86,766,160,35-50,NA,NA,NA,NA,NA,NA,35-50,NA,NA,0.00203873128321148,7.33092874222034e-5,72.61,61.987,3.28896588512345e-5,0.118402771864444,50-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T093700_08,587.600890939492,1.35312066247881,6.25927355629974e-115,0.986952181522132,2024-07-29,093700,8,9H 37M 0S,30.23,766,160,25-50,NA,NA,NA,NA,NA,NA,NA,25-50,NA,0.00947841201281278,3.4082747259305e-4,73.755,62.965,1.5053461467184e-4,0.541924612818645,50-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094000_14,542.962121637296,0.290797224911687,2.7637288254395e-91,0.967674104155571,2024-07-29,094000,14,9H 40M 0S,30.23,766,160,25-20,NA,NA,NA,NA,NA,NA,NA,25-20,NA,0.00203699195964257,7.32467443237168e-5,72.378,61.789,3.29669028410003e-5,0.118680850227601,20-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094600_13,535.58438218742,0.297832582123759,4.9713137881923095e-83,0.957917131043107,2024-07-29,094600,13,9H 46M 0S,30.23,766,160,25-20,NA,NA,NA,NA,NA,NA,NA,25-20,NA,0.00208627360625579,7.5018827984746e-5,71.429,60.979,3.42129849006344e-5,0.123166745642284,20-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094900_15,535.766860181547,0.259261340092063,3.3881174614596793e-84,0.957571831563416,2024-07-29,094900,15,9H 49M 0S,30.23,766,160,25-20,NA,NA,NA,NA,NA,NA,NA,25-20,NA,0.00181608770638741,6.53034054795904e-5,72.034,61.495,2.95322824032427e-5,0.106316216651674,20-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095300_09,529.790244386498,1.34775727944372,1.06247444955337e-114,0.989099428749378,2024-07-29,095300,9,9H 53M 0S,30.23,766,160,25-50,NA,NA,NA,NA,NA,NA,NA,25-50,NA,0.00944084230037045,3.3947653003849e-4,72.528,61.917,1.5247577079591e-4,0.548912774865281,50-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095900_07,528.2184274819,0.645571067440792,3.0347125802084896e-117,0.988060985959856,2024-07-29,095900,7,9H 59M 0S,30.23,766,160,25-50,NA,NA,NA,NA,NA,NA,NA,25-50,NA,0.00452213075332518,1.6260808174488e-4,73.378,62.643,7.21889237955587e-5,0.259880125664011,50-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100300_01,538.562948215755,0.246148251443223,4.5663585905950595e-139,0.994832462382509,2024-07-29,100300,1,10H 3M 0S,30.23,766,160,25-90,NA,NA,NA,NA,NA,NA,NA,25-90,NA,0.00172423244142785,6.20004473724505e-5,74.469,63.574,2.71216604496783e-5,0.0976379776188419,90-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100600_02,490.521144153908,0.378582999857909,1.2991048534821398e-144,0.99582309023948,2024-07-29,100600,2,10H 6M 0S,30.23,766,160,25-90,NA,NA,NA,NA,NA,NA,NA,25-90,NA,0.00265191845280546,9.53584485007357e-5,73.443,62.698,4.22966993015002e-5,0.152268117485401,90-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101000_03,500.880081894515,0.473563738141107,9.849432674117158e-140,0.994962889631648,2024-07-29,101000,3,10H 10M 0S,30.23,766,160,25-90,NA,NA,NA,NA,NA,NA,NA,25-90,NA,0.00331724461010474,1.192824383353e-4,73.713,62.929,5.2714084287129e-5,0.189770703433664,90-25,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101500_19,504.109928535822,0.817565838199685,1.98026835561649e-160,0.998052886529854,2024-07-29,101500,19,10H 15M 0S,30.23,766,160,35-90,NA,NA,NA,NA,NA,NA,NA,35-90,NA,0.00572692892580716,2.0593056187728e-4,73.178,62.472,9.16719318383781e-5,0.330018954618161,90-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101800_25,570.772252414737,2.71910535950909,4.54110449919446e-93,0.969813029790836,2024-07-29,101800,25,10H 18M 0S,30.23,766,160,35-50,NA,NA,NA,NA,NA,NA,NA,35-50,NA,0.0190469347031187,6.8489517091401e-4,72.928,62.259,3.0593062373502e-4,1.10135024544607,50-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102200_26,603.081747733964,1.14899799749522,2.32491309329349e-108,0.98321109248443,2024-07-29,102200,26,10H 22M 0S,30.23,766,160,35-50,NA,NA,NA,NA,NA,NA,NA,35-50,NA,0.00804856264792057,2.8941253678247e-4,72.772,62.125,1.2955432833675e-4,0.466395582012299,50-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102500_21,545.366283922795,1.11243987694178,2.82795334461127e-152,0.996887165521688,2024-07-29,102500,21,10H 25M 0S,30.23,766,160,35-90,NA,NA,NA,NA,NA,NA,NA,35-90,NA,0.00779247836909157,2.8020418443335e-4,73.335,62.606,1.2446855523578e-4,0.448086798848827,90-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103000_31,576.325708440591,0.505105683346495,4.53093359027736e-79,0.948351582077582,2024-07-29,103000,31,10H 30M 0S,30.23,766,160,35-20,NA,NA,NA,NA,NA,NA,NA,35-20,NA,0.00353819131547435,1.272273036848e-4,71.34,60.903,5.80955177162759e-5,0.209143863778593,20-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103400_20,582.728815052491,1.04656664276438,5.98971716689618e-137,0.994394951785298,2024-07-29,103400,20,10H 34M 0S,30.23,766,160,35-90,NA,NA,NA,NA,NA,NA,NA,35-90,NA,0.00733104601389709,2.6361186673488e-4,73.16,62.457,1.173774919368e-4,0.422558970972502,90-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T104200_27,574.543930695391,1.67080742978842,3.0286755978202895e-100,0.977078258844628,2024-07-29,104200,27,10H 42M 0S,30.23,766,160,35-50,NA,NA,NA,NA,NA,NA,NA,35-50,NA,0.0117037612777208,4.2084722321901e-4,72.61,61.987,1.8880993236841e-4,0.679715756526283,50-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T104600_33,557.553308125377,0.38790165900582,5.87795333669835e-85,0.958792151258869,2024-07-29,104600,33,10H 46M 0S,30.23,766,160,35-20,NA,NA,NA,NA,NA,NA,NA,35-20,NA,0.0027171942949828,9.77056560583532e-5,73.469,62.72,4.3322613121537e-5,0.155961407237533,20-35,2024-07-29,NA
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T104900_32,608.204833975138,0.641937746884716,1.48189077578417e-73,0.936185175562482,2024-07-29,104900,32,10H 49M 0S,30.23,766,160,35-20,NA,NA,NA,NA,NA,NA,NA,35-20,NA,0.00449667987509971,1.6169291172598e-4,72.029,61.491,7.31274475142657e-5,0.263258811051357,20-35,2024-07-29,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113300_01,665.604832129348,0.125494814895737,6.655813078791609e-116,0.983468401343208,2024-07-30,113300,1,11H 33M 0S,30.86,765.8,160,25-90,NA,NA,NA,NA,NA,NA,NA,NA,25-90,8.7702204370005e-4,3.15362115677833e-5,74.469,63.574,1.37952943609031e-5,0.0496630596992511,90-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113600_02,669.911482285599,0.151076784988482,4.25549732557425e-119,0.989293760998238,2024-07-30,113600,2,11H 36M 0S,30.86,765.8,160,25-90,NA,NA,NA,NA,NA,NA,NA,NA,25-90,0.00105580195354137,3.79648311233863e-5,73.443,62.698,1.6839483772072e-5,0.0606221415794593,90-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114100_03,604.323531330443,0.129725477577564,2.81894691279915e-116,0.988058840153376,2024-07-30,114100,3,11H 41M 0S,30.86,765.8,160,25-90,NA,NA,NA,NA,NA,NA,NA,NA,25-90,9.0658808142443e-4,3.25993556786923e-5,73.713,62.929,1.44065229294035e-5,0.0518634825458526,90-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114400_07,657.378827814328,0.137232191420953,3.7673901289808493e-100,0.976994742589038,2024-07-30,114400,7,11H 44M 0S,30.86,765.8,160,25-50,NA,NA,NA,NA,NA,NA,NA,NA,25-50,9.5904884262696e-4,3.44857548589343e-5,73.378,62.643,1.53097527676989e-5,0.055115109963716,50-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114700_08,647.444221904626,0.154201896101065,9.48379235148828e-99,0.975724315144041,2024-07-30,114700,8,11H 47M 0S,30.86,765.8,160,25-50,NA,NA,NA,NA,NA,NA,NA,NA,25-50,0.00107764183064725,3.87501557226626e-5,73.755,62.965,1.71149341800563e-5,0.0616137630482028,50-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115000_09,760.595865508342,0.172310566682419,1.6228396095801097e-94,0.97144312130672,2024-07-30,115000,9,11H 50M 0S,30.86,765.8,160,25-50,NA,NA,NA,NA,NA,NA,NA,NA,25-50,0.00120419449575253,4.33007729504687e-5,72.528,61.917,1.94485277993529e-5,0.0700147000776705,50-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115300_13,807.63573205759,0.485638243876002,8.38975301219171e-103,0.979220727495946,2024-07-30,115300,13,11H 53M 0S,30.86,765.8,160,25-20,NA,NA,NA,NA,NA,NA,NA,NA,25-20,0.00339388878733272,1.2203843176313e-4,71.429,60.979,5.56566816007596e-5,0.200364053762735,20-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120200_15,739.425664273134,0.346456516732149,8.62836028566046e-105,0.981376491042087,2024-07-30,120200,15,12H 2M 0S,30.86,765.8,160,25-20,NA,NA,NA,NA,NA,NA,NA,NA,25-20,0.00242121559054113,8.70627684480808e-5,72.034,61.495,3.93725602169465e-5,0.141741216781007,20-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120500_14,655.204249871813,0.382576933485259,4.467862341016729e-94,0.973481677428887,2024-07-30,120500,14,12H 5M 0S,30.86,765.8,160,25-20,NA,NA,NA,NA,NA,NA,NA,NA,25-20,0.0026736435633337,9.6139646290316507e-05,72.378,61.789,4.3270542707176e-5,0.155773953745834,20-25,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120800_26,672.000088962762,0.330596508504037,7.733770497389879e-106,0.981505213050766,2024-07-30,120800,26,12H 8M 0S,30.86,765.8,160,35-50,NA,NA,NA,NA,NA,NA,NA,NA,35-50,0.00231037772970302,8.30772286840351e-5,72.772,62.125,3.71891787477347e-5,0.133881043491845,50-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121100_27,689.064525611243,0.312318844363081,2.72710177091168e-142,0.995433802906446,2024-07-30,121100,27,12H 11M 0S,30.86,765.8,160,35-50,NA,NA,NA,NA,NA,NA,NA,NA,35-50,0.00218264405104639,7.84841442303629e-5,72.61,61.987,3.52113193257682e-5,0.126760749572765,50-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121400_31,760.670347335446,0.700782173081182,2.48053954580115e-101,0.978014353804049,2024-07-30,121400,31,12H 14M 0S,30.86,765.8,160,35-20,NA,NA,NA,NA,NA,NA,NA,NA,35-20,0.00489742475922088,1.7610301183821e-4,71.34,60.903,8.04135224737842e-5,0.289488680905623,20-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121700_25,712.916375631566,0.399432990440187,6.55449261228302e-101,0.977655474109477,2024-07-30,121700,25,12H 17M 0S,30.86,765.8,160,35-50,NA,NA,NA,NA,NA,NA,NA,NA,35-50,0.00279144232284116,1.0037548805613e-4,72.928,62.259,4.48359646451301e-5,0.161409472722469,50-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122000_32,831.412904719105,0.732262678399713,2.64132778880623e-119,0.988968527768842,2024-07-30,122000,32,12H 20M 0S,30.86,765.8,160,35-20,NA,NA,NA,NA,NA,NA,NA,NA,35-20,0.00511742665439166,1.8401390343012e-4,72.029,61.491,8.32223683854818e-5,0.299600526187734,20-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122400_19,654.84912131107,0.260177884972169,1.3404402766283697e-89,0.984510736835562,2024-07-30,122400,19,12H 24M 0S,30.86,765.8,160,35-90,NA,NA,NA,NA,NA,NA,NA,NA,35-90,0.00181825632073665,6.53813851397573e-5,73.178,62.472,2.91051402346115e-5,0.104778504844601,90-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122700_33,831.495918359929,0.787672441767095,1.7071689695994598e-103,0.979764787442809,2024-07-30,122700,33,12H 27M 0S,30.86,765.8,160,35-20,NA,NA,NA,NA,NA,NA,NA,NA,35-20,0.00550465846113819,1.9793809640914e-4,73.469,62.72,8.77656004645758e-5,0.315956161672473,20-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123000_21,602.999477346252,0.245175172906043,3.88675881973579e-128,0.992139666752604,2024-07-30,123000,21,12H 30M 0S,30.86,765.8,160,35-90,NA,NA,NA,NA,NA,NA,NA,NA,35-90,0.00171340968457715,6.16112795604872e-5,73.335,62.606,2.73681385901854e-5,0.0985252989246676,90-35,2024-07-30,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123500_20,600.95769459489,0.406253026062301,7.78753352359937e-158,0.99748527620423,2024-07-30,123500,20,12H 35M 0S,30.86,765.8,160,35-90,NA,NA,NA,NA,NA,NA,NA,NA,35-90,0.00283910422492359,1.0208932847621e-4,73.16,62.457,4.54569419748562e-5,0.163644991109482,90-35,2024-07-30,NA
