Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Intercept_CH4,TIME_CH4,TIME_CH4_pvalue,TIME_CH4_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Soil_jar,Area,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalCH4_flux,finalC02_flux_byarea,finalCH4_flux_byarea,finalC02flux_gSoil,finalCH4flux_gSoil,finalC02flux_gSoil_hr,finalCH4flux_gSoil_hr
26-July-2024 (Day 11)/TG10-01136-2024-07-26T092700_14,-24670.07561,0.745230904,2.73165831469909e-78,0.948081251,1757.853264,0.006438017,1.50224814641416e-30,0.671564638,7/26/2024,092700,14,9H 27M 0S,31.17,766.5,160,61.789,27.8,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.005207506,4.49874094690055e-05,0.000187253,1.61767024340185e-06,8.42788522228876e-05,7.28081203272516e-07,0.303403868,0.002621092
26-July-2024 (Day 11)/TG10-01136-2024-07-26T093000_15,-29484.85713,0.881814332,6.69207558843794e-76,0.941674995,1706.258738,0.007823515,8.89611418782968e-31,0.671363343,7/26/2024,093000,15,9H 30M 0S,31.17,766.5,160,61.495,27.8,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00616192,5.46689622803348e-05,0.000221572,1.96580231141082e-06,0.000100202,8.88998492240585e-07,0.360727084,0.003200395
26-July-2024 (Day 11)/TG10-01136-2024-07-26T093300_04,-21434.7619,0.641121109,3.40690051965238e-105,0.981042526,2000.744703,-0.00097029,0.00239728,0.074230652,7/26/2024,093300,4,9H 33M 0S,31.17,766.5,160,63.016,27.8,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00448001,-6.78E-06,0.000161093,-2.44E-07,7.10932144217342e-05,-1.08E-07,0.255935572,-0.00038733
26-July-2024 (Day 11)/TG10-01136-2024-07-26T093600_05,-25852.54634,0.763921311,4.99334983131161e-156,0.997304706,2626.908927,-0.019075114,1.89921236326019e-88,0.963956952,7/26/2024,093600,5,9H 36M 0S,31.17,766.5,160,63.071,27.8,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00533811,-0.000133293,0.000191949,-4.79E-06,8.46365207464603e-05,-2.11E-06,0.304691475,-0.007608169
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094000_06,-22429.69938,0.660569699,6.68879732117672e-150,0.996590273,2405.06623,-0.012578241,6.03082224567586e-73,0.934675638,7/26/2024,094000,6,9H 40M 0S,31.17,766.5,160,63.466,27.8,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.004615912,-8.79E-05,0.00016598,-3.16E-06,7.27304698578766e-05,-1.38E-06,0.261829691,-0.004985977
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094300_35,-37239.75868,1.084664154,2.90952166944482e-73,0.935463968,1814.580716,0.004650702,3.40402639806305e-22,0.54394103,7/26/2024,094300,35,9H 43M 0S,31.17,766.5,160,60.803,27.8,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.007579389,3.24980560210928e-05,0.000272542,1.16857447037371e-06,0.000124655,5.34481127922846e-07,0.448757469,0.001924132
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094600_34,-21451.05211,0.628455904,2.2304579297744e-92,0.941257714,1919.393084,0.00168772,2.669756657915e-13,0.305608946,7/26/2024,094600,34,9H 46M 0S,31.17,766.5,160,60.518,27.8,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.004391508,1.1793406778359e-05,0.000157911,4.24070721983423e-07,7.25653194091014e-05,1.94874364294243e-07,0.26123515,0.000701548
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094900_36,-27397.9132,0.792849634,4.09106832034755e-75,0.939889183,1691.381702,0.007900542,3.01029481688429e-35,0.723007409,7/26/2024,094900,36,9H 49M 0S,31.17,766.5,160,58.137,27.8,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.005540255,5.52072098900084e-05,0.000199218,1.98515677418225e-06,9.52965409291845e-05,9.49605412904147e-07,0.343067547,0.003418579
26-July-2024 (Day 11)/TG10-01136-2024-07-26T095200_30,-47776.63564,1.363309866,4.67267526364435e-107,0.982350247,1356.271432,0.017635855,1.74358414160341e-58,0.886262437,7/26/2024,095200,30,9H 52M 0S,31.17,766.5,160,62.75,27.8,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.009526502,0.000123235,0.000342557,4.43133336428762e-06,0.000151817,1.96390438247012e-06,0.546540354,0.007070056
26-July-2024 (Day 11)/TG10-01136-2024-07-26T095500_10,-75908.37394,2.143935005,3.32904263261112e-114,0.986583687,1173.254487,0.022490706,4.87931357662218e-62,0.900747044,7/26/2024,095500,10,9H 55M 0S,31.17,766.5,160,62.317,27.8,25-50-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.014981335,0.00015716,0.000538703,5.65120421861866e-06,0.000240405,2.52194425277212e-06,0.86545896,0.009078999
26-July-2024 (Day 11)/TG10-01136-2024-07-26T095800_11,-60526.50854,1.70371196,1.51466077244877e-109,0.983958058,975.0252972,0.027778508,3.21382712058546e-60,0.893579297,7/26/2024,095800,11,9H 58M 0S,31.17,766.5,160,61.761,27.8,25-50-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.011905155,0.00019411,0.000428089,6.97986193319344e-06,0.000192762,3.14292190864785e-06,0.693942099,0.011314519
26-July-2024 (Day 11)/TG10-01136-2024-07-26T100200_12,-88995.45599,2.485116767,8.29039961504324e-106,0.98148378,1491.224532,0.013267552,2.19640049652477e-54,0.866904525,7/26/2024,100200,12,10H 2M 0S,31.17,766.5,160,62.019,27.8,25-50-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.017365436,9.2710668500049e-05,0.000624431,3.33371695433474e-06,0.000280002,1.49487525597073e-06,1.008006733,0.005381551
26-July-2024 (Day 11)/TG10-01136-2024-07-26T100500_22,-17269.03421,0.492113915,2.162111336197e-142,0.995451436,1670.171424,0.008394361,3.25343607580606e-57,0.880583939,7/26/2024,100500,22,10H 5M 0S,31.17,766.5,160,57.215,27.8,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.003438781,5.8657905848361e-05,0.000123653,2.10923789458328e-06,6.01027877304903e-05,1.02521901334197e-06,0.216370036,0.003690788
26-July-2024 (Day 11)/TG10-01136-2024-07-26T100800_24,-34924.89967,0.972234742,4.96825433818455e-148,0.996336471,-998.395285,0.081241156,6.79507693814314e-139,0.994798117,7/26/2024,100800,24,10H 8M 0S,31.17,766.5,160,62.215,27.8,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.006793757,0.000567695,0.000244292,2.04133370434853e-05,0.000109198,9.12472876316001e-06,0.393112998,0.032849024
26-July-2024 (Day 11)/TG10-01136-2024-07-26T101100_82,-48.80549822,0.015667488,2.00006827685406e-20,0.512141668,1889.221304,0.00199887,7.97457217660866e-13,0.348920633,7/26/2024,101100,82,10H 11M 0S,31.17,766.5,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.000109481,1.39676524706489e-05,3.93674505521149e-06,5.02252875607656e-07,NA,NA,NA,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T101400_28,-113273.247,3.091584864,6.65236279737345e-38,0.669639341,2523.719716,-0.014797754,0.66033898,0.001290878,7/26/2024,101400,28,10H 14M 0S,31.17,766.5,160,62.002,27.8,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.021603299,-0.000103403,0.000776818,-3.72E-06,0.000348429,-1.67E-06,1.25434464,-0.006003851
26-July-2024 (Day 11)/TG10-01136-2024-07-26T101700_17,-19384.45327,0.541534252,1.38703921640527e-85,0.959771737,1820.354491,0.004109794,1.1100103048836e-26,0.615692097,7/26/2024,101700,17,10H 17M 0S,31.17,766.5,160,61.653,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.003784119,2.87183155137367e-05,0.00013607,1.03266147118794e-06,6.13776945160819e-05,4.65805646338973e-07,0.2209597,0.0016769
26-July-2024 (Day 11)/TG10-01136-2024-07-26T102000_16,-25489.75279,0.701233282,2.61976137260083e-77,0.94473994,1398.639808,0.01530938,8.84687772160581e-37,0.738775329,7/26/2024,102000,16,10H 20M 0S,31.17,766.5,160,61.775,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00490006,0.000106979,0.000176198,3.8467638246249e-06,7.93210845811412e-05,1.73175232699312e-06,0.285555904,0.006234308
26-July-2024 (Day 11)/TG10-01136-2024-07-26T102300_85,-177.5140104,0.01841129,4.37010745317173e-27,0.621587335,1890.895329,0.001808665,6.69231633190895e-09,0.245218988,7/26/2024,102300,85,10H 23M 0S,31.17,766.5,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.000128654,1.26385434010108e-05,4.62617576228459e-06,4.54460388385861e-07,NA,NA,NA,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T102700_29,-71065.73891,1.907405461,1.46734846170017e-110,0.984570111,834.3470296,0.030352058,1.78874031608844e-67,0.919421436,7/26/2024,102700,29,10H 27M 0S,31.17,766.5,160,62.164,27.8,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.01332852,0.000212093,0.000479271,7.62651354842059e-06,0.000214409,3.41182999806962e-06,0.771872338,0.012282588
26-July-2024 (Day 11)/TG10-01136-2024-07-26T103000_18,-25082.89098,0.680190611,4.2160666235729e-80,0.950354885,1695.585628,0.007323847,1.39040722984686e-34,0.715875535,7/26/2024,103000,18,10H 30M 0S,31.17,766.5,160,61.837,27.8,25-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.004753019,5.11773955253761e-05,0.00017091,1.84025154711888e-06,7.68636738522244e-05,8.27617696935105e-07,0.276709226,0.002979424
26-July-2024 (Day 11)/TG10-01136-2024-07-26T103400_83,-347.6197648,0.024223339,1.02453770821274e-37,0.747969205,1818.735704,0.003895764,1.10448214900977e-24,0.585239099,7/26/2024,103400,83,10H 34M 0S,31.17,766.5,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.000169267,2.72227214477164e-05,6.08656006672449e-06,9.78882468454384e-07,NA,NA,NA,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T104000_20,-54894.73536,1.445919695,1.14373786424494e-127,0.991997001,1384.824355,0.015299236,8.87230027247608e-85,0.958508507,7/26/2024,104000,20,10H 40M 0S,31.17,766.5,160,62.457,27.8,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.010103761,0.000106908,0.000363314,3.84421478126494e-06,0.000161771,1.7117056534896e-06,0.582377309,0.00616214
26-July-2024 (Day 11)/TG10-01136-2024-07-26T104300_25,-148209.8789,3.856468474,4.15492036404397e-91,0.978553371,1235.895939,0.01899203,1.28071869347489e-45,0.84827734,7/26/2024,104300,25,10H 43M 0S,31.17,766.5,160,62.259,27.8,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.026948133,0.000132712,0.000969009,4.77209747674831e-06,0.000432839,2.13161149392056e-06,1.558220961,0.007673801
26-July-2024 (Day 11)/TG10-01136-2024-07-26T104900_23,-36950.47644,0.963911391,5.21051379379753e-114,0.98648315,15775.40667,-0.353297987,1.44273469416244e-36,0.736643584,7/26/2024,104900,23,10H 49M 0S,31.17,766.5,160,62.493,27.8,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.006735596,-0.002468767,0.0002422,-8.88E-05,0.000107782,-3.95E-05,0.388013787,-0.142216907
26-July-2024 (Day 11)/TG10-01136-2024-07-26T105300_26,-99192.70461,2.548255537,9.92958300919582e-111,0.984670201,809.1354178,0.029689182,3.04573419834497e-69,0.924706241,7/26/2024,105300,26,10H 53M 0S,31.17,766.5,160,62.125,27.8,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.017806636,0.000207461,0.000640296,7.45995390741027e-06,0.000286626,3.33941247484909e-06,1.031853354,0.012021885
26-July-2024 (Day 11)/TG10-01136-2024-07-26T105700_31,-41877.41568,1.079785326,4.49802939988121e-72,0.932452262,1445.072897,0.013291345,1.75090722997117e-33,0.703664873,7/26/2024,105700,31,10H 57M 0S,31.17,766.5,160,60.903,27.8,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.007545297,9.28769225879945e-05,0.000271316,3.33969516677435e-06,0.00012389,1.52499749746309e-06,0.446005438,0.005489991
26-July-2024 (Day 11)/TG10-01136-2024-07-26T110100_32,-40379.40957,1.03543881,1.28367494775482e-72,0.933848453,1583.141033,0.009826747,4.08080018499093e-42,0.787036944,7/26/2024,110100,32,11H 1M 0S,31.17,766.5,160,61.491,27.8,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.007235413,6.86670946670988e-05,0.000260173,2.4691511926321e-06,0.000117666,1.11670154440648e-06,0.423598361,0.004020126
26-July-2024 (Day 11)/TG10-01136-2024-07-26T110400_21,-67620.98685,1.711319115,1.6228985379521e-140,0.995112013,1183.959956,0.01961308,1.18144488369508e-94,0.971593771,7/26/2024,110400,21,11H 4M 0S,31.17,766.5,160,62.606,27.8,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.011958313,0.000137052,0.00043,4.92814772718935e-06,0.000191009,2.18911925374565e-06,0.687632604,0.007880829
26-July-2024 (Day 11)/TG10-01136-2024-07-26T110700_19,-47420.80224,1.19874745,2.0652292402954e-155,0.997240171,-24390.02875,0.658265124,4.65665945923612e-251,0.999929729,7/26/2024,110700,19,11H 7M 0S,31.17,766.5,160,62.472,27.8,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.008376577,0.004599808,0.000301207,0.000165401,0.000134085,7.36299142015623e-05,0.482707088,0.265067691
26-July-2024 (Day 11)/TG10-01136-2024-07-26T111100_27,-95878.68005,2.399336497,2.00142585991008e-104,0.980474834,1149.733654,0.020644734,9.07781325306333e-54,0.863723366,7/26/2024,111100,27,11H 11M 0S,31.17,766.5,160,61.987,27.8,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.016766023,0.000144261,0.000602877,5.18736966100346e-06,0.000270476,2.32727830028877e-06,0.973715179,0.008378202
26-July-2024 (Day 11)/TG10-01136-2024-07-26T111400_84,514.1113671,0.000397041,0.890693448,0.000158029,6924.36756,-0.122352381,9.36544592130439e-42,0.784074489,7/26/2024,111400,84,11H 14M 0S,31.17,766.5,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,2.77443436487365e-06,-0.000854971,9.97639109986929e-08,-3.07E-05,NA,NA,NA,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T111800_33,-49386.52865,1.228364145,3.34410625767698e-68,0.929873781,1228.579719,0.018160994,1.50714495686344e-23,0.582416402,7/26/2024,111800,33,11H 18M 0S,31.17,766.5,160,62.72,27.8,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.008583532,0.000126905,0.000308649,4.56328439248604e-06,0.000136855,2.02335778061224e-06,0.492677219,0.007284088
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T125700_01,3963.660026,-0.073088391,2.55414658260571e-14,0.384731043,18789.9114,-0.35944138,1.09306519781106e-35,0.727630802,7/29/2024,125700,1,12H 57M 0S,32.59,766,160,63.574,27.8,25-90,NA,NA,NA,25-90,NA,NA,NA,NA,NA,-0.000508022,-0.002498399,-1.83E-05,-8.98E-05,-7.99E-06,-3.93E-05,-0.028767723,-0.141476648
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130100_02,-2973.991806,0.074688604,1.23988949310696e-91,0.968102968,1780.036898,0.004005571,1.3282760214517e-26,0.614546401,7/29/2024,130100,2,13H 1M 0S,32.59,766,160,62.698,27.8,25-90,NA,NA,NA,25-90,NA,NA,NA,NA,NA,0.000519144,2.78418578765826e-05,1.8667540210619e-05,1.0011455547135e-06,8.28007272959265e-06,4.44062934648356e-07,0.029808262,0.001598627
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130500_03,-2397.718273,0.062167292,1.52003535851907e-85,0.959710321,1797.892249,0.003722412,3.12938194010377e-23,0.561612852,7/29/2024,130500,3,13H 5M 0S,32.59,766,160,62.929,27.8,25-90,NA,NA,NA,25-90,NA,NA,NA,NA,NA,0.000432111,2.58736778345924e-05,1.55379851567381e-05,9.30373169169091e-07,6.86664335997712e-06,4.11156665998068e-07,0.024719916,0.001480164
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130800_07,-2687.147704,0.06848468,5.84779712983921e-48,0.855132478,1727.266994,0.005258568,4.62916138994408e-16,0.452352514,7/29/2024,130800,7,13H 8M 0S,32.59,766,160,62.643,27.8,25-50,NA,NA,NA,25-50,NA,NA,NA,NA,NA,0.000476022,3.6551163821137e-05,1.71169421851972e-05,1.31431728950511e-06,7.5989655667832e-06,5.83483610637054e-07,0.027356276,0.002100541
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131100_08,-2216.352819,0.057490548,1.20507990110269e-69,0.925860075,1764.19128,0.004254001,6.76689632883054e-26,0.603999152,7/29/2024,131100,8,13H 11M 0S,32.59,766,160,62.965,27.8,25-50,NA,NA,NA,25-50,NA,NA,NA,NA,NA,0.000399604,2.95686378456965e-05,1.43690878223546e-05,1.06323760682116e-06,6.34644643849758e-06,4.69604349173295e-07,0.022847207,0.001690576
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131400_09,-1509.124068,0.04463317,5.57913527519281e-63,0.911726781,1827.073814,0.003410209,1.95865750220687e-16,0.443190439,7/29/2024,131400,9,13H 14M 0S,32.59,766,160,61.917,27.8,25-50,NA,NA,NA,25-50,NA,NA,NA,NA,NA,0.000310235,2.3703622967017e-05,1.11555371749727e-05,8.52341710428515e-07,5.01049792464105e-06,3.82828996350227e-07,0.018037793,0.001378184
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131800_13,-5195.938683,0.119815852,6.63325241667154e-172,0.972839301,1710.551921,0.005378409,6.22631009729412e-109,0.896683154,7/29/2024,131800,13,13H 18M 0S,32.59,766,160,60.979,27.8,25-20,NA,NA,NA,25-20,NA,NA,NA,NA,NA,0.000832814,3.7384154563233e-05,2.99465664513812e-05,1.34427021083182e-06,1.36573902491021e-05,6.13066048364732e-07,0.049166605,0.002207038
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132300_14,-4794.908837,0.110833657,3.95274320973299e-91,0.967480796,1771.306529,0.004219304,6.1092806585107e-32,0.685657138,7/29/2024,132300,14,13H 23M 0S,32.59,766,160,61.789,27.8,25-20,NA,NA,NA,25-20,NA,NA,NA,NA,NA,0.000770381,2.93274674589486e-05,2.77015720428952e-05,1.05456553250445e-06,1.24679311851624e-05,4.74638972291971e-07,0.044884552,0.0017087
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132800_15,-5104.405844,0.116059831,1.50518142827254e-94,0.971478912,1701.001447,0.005574597,3.38919238879053e-36,0.732879267,7/29/2024,132800,15,13H 28M 0S,32.59,766,160,61.495,27.8,25-20,NA,NA,NA,25-20,NA,NA,NA,NA,NA,0.000806707,3.87478124513633e-05,2.90077929129509e-05,1.39330501443234e-06,1.31182535165461e-05,6.30096958311461e-07,0.047225713,0.002268349
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133200_25,-3855.860839,0.090349302,3.31860345635775e-88,0.963620229,1699.167325,0.005561775,4.74123699873633e-44,0.802246323,7/29/2024,133200,25,13H 32M 0S,32.59,766,160,62.259,27.8,35-50,NA,NA,NA,35-50,NA,NA,NA,NA,NA,0.000627998,3.8658694251319e-05,2.25817478523258e-05,1.39010047649475e-06,1.00868629435102e-05,6.20933427316838e-07,0.036312707,0.00223536
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133700_26,-3371.096779,0.079879541,2.69268614392543e-83,0.960578022,1679.08559,0.005900869,3.78659155062808e-39,0.77295381,7/29/2024,133700,26,13H 37M 0S,32.59,766,160,62.125,27.8,35-50,NA,NA,NA,35-50,NA,NA,NA,NA,NA,0.000555225,4.10156598785789e-05,1.99649539994911e-05,1.47485292623441e-06,8.93722334004024e-06,6.60211829031451e-07,0.032174004,0.002376763
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134200_32,-6465.659381,0.14263149,3.52867131580477e-94,0.971071119,1680.983091,0.005775673,1.49554519737603e-39,0.765070151,7/29/2024,134200,32,13H 42M 0S,32.59,766,160,61.491,27.8,35-20,NA,NA,NA,35-20,NA,NA,NA,NA,NA,0.000991401,4.01454522640964e-05,3.56490672953506e-05,1.44356174987761e-06,1.61227008830561e-05,6.52867123060227e-07,0.058041723,0.002350322
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134500_27,-4570.438503,0.102521487,9.36183772184678e-113,0.985816576,1629.144331,0.007062299,3.41783523774447e-46,0.817824306,7/29/2024,134500,27,13H 45M 0S,32.59,766,160,61.987,27.8,35-50,NA,NA,NA,35-50,NA,NA,NA,NA,NA,0.000712605,4.90885095768798e-05,2.56240428426088e-05,1.76513878377849e-06,1.14960394921516e-05,7.9191620141126e-07,0.041385742,0.002850898
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135100_31,-8907.016262,0.189767785,4.022776286662e-105,0.98098996,1669.010877,0.005983326,5.58508531651243e-37,0.74076456,7/29/2024,135100,31,13H 51M 0S,32.59,766,160,60.903,27.8,35-20,NA,NA,NA,35-20,NA,NA,NA,NA,NA,0.001319035,4.15887996072675e-05,4.74302313964664e-05,1.49546204988377e-06,2.16579643038931e-05,6.82869474529457e-07,0.077968671,0.00245833
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135400_19,-4725.577183,0.104204761,2.8440753200701e-106,0.981810967,1568.365008,0.007766513,5.62183911767542e-54,0.864805986,7/29/2024,135400,19,13H 54M 0S,32.59,766,160,62.472,27.8,35-90,NA,NA,NA,35-90,NA,NA,NA,NA,NA,0.000724305,5.39833496835526e-05,2.60447573782746e-05,1.94114885593501e-06,1.15940741452171e-05,8.64120721019858e-07,0.041738667,0.003110835
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135800_33,-13499.51699,0.28007892,2.1681360950983e-128,0.99221576,1603.912465,0.007156939,3.51012810565534e-49,0.83753202,7/29/2024,135800,33,13H 58M 0S,32.59,766,160,62.72,27.8,35-20,NA,NA,NA,35-20,NA,NA,NA,NA,NA,0.001946768,4.97463305174952e-05,7.00024399670479e-05,1.78879289886714e-06,3.10390306122449e-05,7.93149402383533e-07,0.11174051,0.002855338
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140100_20,-3346.1938,0.076201741,6.99047821533206e-83,0.95537736,1791.990117,0.003335591,1.34698933515542e-21,0.533438708,7/29/2024,140100,20,14H 1M 0S,32.59,766,160,62.457,27.8,35-90,NA,NA,NA,35-90,NA,NA,NA,NA,NA,0.000529662,2.31849725515054e-05,1.90457310233955e-05,8.33691929216304e-07,8.48042653345502e-06,3.71214956714306e-07,0.030529536,0.001336374
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140400_21,-4817.018702,0.104850873,1.00347781733448e-93,0.970562921,1591.027907,0.007221739,4.07129235506061e-42,0.787045204,7/29/2024,140400,21,14H 4M 0S,32.59,766,160,62.606,27.8,35-90,NA,NA,NA,35-90,NA,NA,NA,NA,NA,0.000728796,5.01967449254861e-05,2.62062454425531e-05,1.80498903004265e-06,1.16409928760822e-05,8.01788086213559e-07,0.041907574,0.002886437
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T112600_01,-1856.063089,0.058424306,4.13964596858074e-61,0.897149604,1688.651841,0.007357751,1.63701791042215e-42,0.790247488,7/29/2024,112600,1,11H 26M 0S,31.57,766,160,63.574,27.8,25-90,NA,NA,NA,NA,25-90,NA,NA,NA,NA,0.000407454,5.13133227059885e-05,1.46513492226804e-05,1.84513925587877e-06,6.40912951835656e-06,8.07143214301263e-07,0.023072866,0.002905716
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113100_02,-1966.275073,0.060634014,3.21588746945869e-78,0.946637544,1649.065097,0.008244537,8.195729654836e-58,0.883293671,7/29/2024,113100,2,11H 31M 0S,31.57,766,160,62.698,27.8,25-90,NA,NA,NA,NA,25-90,NA,NA,NA,NA,0.000422865,5.7497810910698e-05,1.52054884751597e-05,2.06752286626027e-06,6.74447350792689e-06,9.17059729348592e-07,0.024280105,0.003301415
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113600_03,-1522.291914,0.04990076,1.94533245394948e-69,0.925266356,1716.647716,0.006380654,7.23654416701889e-36,0.729490961,7/29/2024,113600,3,11H 36M 0S,31.57,766,160,62.929,27.8,25-90,NA,NA,NA,NA,25-90,NA,NA,NA,NA,0.00034801,4.4499001207879e-05,1.25138578895903e-05,1.60010791829842e-06,5.53020070237887e-06,7.07130277104022e-07,0.019908723,0.002545669
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113900_07,-1635.063249,0.053965223,1.01773225757258e-72,0.937079628,1313.904612,0.016406243,3.23841845946527e-76,0.945103352,7/29/2024,113900,7,11H 39M 0S,31.57,766,160,62.643,27.8,25-50,NA,NA,NA,NA,25-50,NA,NA,NA,NA,0.000376356,0.000114418,1.35331231481604e-05,4.11427397210464e-06,6.00794981083281e-06,1.82650894752806e-06,0.021628619,0.006575432
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114300_08,-1282.913846,0.044095641,1.47434078006953e-59,0.890845538,1527.913074,0.011067903,3.9996039731747e-54,0.865569986,7/29/2024,114300,8,11H 43M 0S,31.57,766,160,62.965,27.8,25-50,NA,NA,NA,NA,25-50,NA,NA,NA,NA,0.000307525,7.7188109639776e-05,1.10580797187809e-05,2.77555230635656e-06,4.88406257444612e-06,1.22588913904194e-06,0.017582625,0.004413201
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114700_09,-1995.261047,0.060800521,1.91706238809074e-34,0.829879037,1353.37711,0.015082744,2.89219380604265e-32,0.80862293,7/29/2024,114700,9,11H 47M 0S,31.57,766,160,61.917,27.8,25-50,NA,NA,NA,NA,25-50,NA,NA,NA,NA,0.000424026,0.000105188,1.52472442725233e-05,3.78237353808486e-06,6.84829691361016e-06,1.69885491868146e-06,0.024653869,0.006115878
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115400_13,-1293.228536,0.043550494,1.02885624093542e-67,0.92016025,1780.221733,0.004768241,4.08593252764658e-35,0.721597829,7/29/2024,115400,13,11H 54M 0S,31.57,766,160,60.979,27.8,25-20,NA,NA,NA,NA,25-20,NA,NA,NA,NA,0.000303723,3.32539534382451e-05,1.09213704798662e-05,1.1957552476895e-06,4.98078026861707e-06,5.45334515788142e-07,0.017930809,0.001963204
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115900_14,-1360.152077,0.043781426,1.080696180785e-57,0.882755042,1616.859932,0.008283298,8.94256765776927e-48,0.828539088,7/29/2024,115900,14,11H 59M 0S,31.57,766,160,61.789,27.8,25-20,NA,NA,NA,NA,25-20,NA,NA,NA,NA,0.000305334,5.7768134530577e-05,1.09792825331209e-05,2.07724324094128e-06,4.94155917719983e-06,9.34925869176989e-07,0.017789613,0.003365733
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T120700_25,-917.2393013,0.034620089,1.95798558058325e-51,0.850972735,1705.312364,0.006683971,1.25110728310167e-42,0.791183225,7/29/2024,120700,25,12H 7M 0S,31.57,766,160,62.259,27.8,35-50,NA,NA,NA,NA,35-50,NA,NA,NA,NA,0.000241442,4.66143469088258e-05,8.68184918834512e-06,1.67617212904803e-06,3.87802566697184e-06,7.4871660175759e-07,0.013960892,0.00269538
